SMILES,caco2_log10
[H]c1c([H])c([H])c(C([H])([H])[C@]2([H])C(=O)N([H])[C@@]([H])(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C(=O)N([H])C([H])([H])C(=O)[N+]([H])(C([H])([H])[H])[C@@]([H])(C([H])([H])C([H])([H])C([H])([H])N([H])C(N([H])[H])=[N+]([H])[H])C(=O)N([H])C([H])([H])C(=O)N([H])[C@@]([H])(C([H])([H])C(=O)[O-])C(=O)[N+]2([H])C([H])([H])[H])c([H])c1[H],-7.52288
[H]c1nc(N([H])[C@]2([H])C([H])([H])C([H])([H])[C@@]([H])([N+]3([H])C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])C([H])([H])C2([H])[H])c2c([H])c(C#N)c([H])c([H])c2n1,-4.74473
[H]c1nc(N([H])C([H])([H])C(F)(F)c2c([H])c([H])c([H])c([H])c2[H])c(=O)n(C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])ON([H])C(N([H])[H])=[N+]([H])[H])c1C#N,-6.30103
[H]c1nc2c(c([H])nn2-c2nc([H])c(-c3onc([C@@]4([H])N([H])C([H])([H])C([H])([H])OC4([H])[H])c3[H])c(N([H])C([H])(C([H])([H])[H])C([H])([H])[H])c2[H])c([H])c1C#N,-4.64975
[H]c1c(OC([H])([H])[H])c([H])c(C([H])([H])[H])c(S(=O)(=O)[N+]([H])(C([H])([H])[H])C([H])([H])C([H])([H])OC([H])([H])C(=O)N2C([H])([H])C([H])([H])[N+]([H])([C@@]3([H])C([H])([H])N4C([H])([H])C([H])([H])C3([H])C([H])([H])C4([H])[H])C([H])([H])C2([H])[H])c1C([H])([H])[H],-5.72125
[H]O[C@@](C(=O)N([H])[C@@]([H])(C(=O)N([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])N([N-]C(=O)[C@]([H])(C([H])([H])C(=O)OC([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])c1c([H])c([H])c(Br)c([H])c1[H],-5.60033
[H]C([H])=C([H])C(=O)N([H])c1c([H])c([H])c2nc([H])nc(N([H])c3c([H])c([H])c(OC([H])([H])c4c([H])c([H])c([H])c(F)c4[H])c(Cl)c3[H])c2c1[H],-6.11351
[H]c1c(N2C([H])([H])C([H])([H])[N+]([H])([H])C([H])(C([H])([H])[H])C2([H])[H])c(F)c(C([H])([H])[H])c2c(=O)c(C(=O)[O-])c([H])n(C3([H])C([H])([H])C3([H])[H])c12,-4.88941
[H]c1c([H])c(N([H])C(=O)N([H])C2([H])C3([H])C([H])([H])C4([H])C([H])([H])C([H])(C3([H])[H])C([H])([H])C2([H])C4([H])[H])c(F)c(F)c1F,-6.63827
[H]c1c(F)c([H])c(N(C([H])([H])c2c([H])c(C(=O)[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c3c(=O)c([H])c(N4C([H])([H])C([H])([H])OC([H])([H])C4([H])[H])oc23)C([H])([H])C([H])([H])OC([H])([H])[H])c([H])c1F,-4.95861
[H]c1c([H])c(C([H])(C([H])([H])C(=O)[O-])[N+]([H])(C([H])([H])c2c([H])c([H])c(OC([H])([H])C([H])([H])n3c(=O)c([H])c([H])n(C([H])([H])[H])c3=O)c(C([H])([H])[H])c2[H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c([H])c1Cl,-6.49485
[H]c1c([H])c(C([H])([H])[C@]([H])(C(=O)N2C([H])([H])C([H])([H])N(c3c([H])c([H])c(Cl)c([H])c3[C@@]([H])(N([H])C(=O)[C@]([H])(N([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C2([H])[H])C([H])([H])[H])c(OC([H])([H])[H])c([H])c1Cl,-5.52288
[H]c1c([H])c([H])c(-c2nc(C(=O)N([H])[C@]([H])(C(=O)[N+]3([H])C([H])([H])C([H])([H])[N+]([H])(C(=O)OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C3([H])[H])C([H])([H])C([H])([H])C(=O)[O-])c([H])c(OC([H])([H])C([H])([H])OC([H])([H])[H])c2[H])c([H])c1[H],-5.95861
[H]OC([H])([H])C(=O)N1C([H])([H])c2sc(-c3c([H])c([H])c(O[C@]4([H])C([H])([H])[C@@]([H])(N5C([H])([H])C([H])([H])C([H])([H])C([H])([H])C5([H])[H])C4([H])[H])c([H])c3[H])nc2C([H])([H])C1([H])[H],-4.73755
[H]c1c([H])c(C2([H])C([H])([H])C(=O)[N-]S2(=O)=O)c(C([H])([H])[H])c([H])c1C([H])([H])[C@@]([H])(c1nc2c([H])c([H])c([H])c([H])c2n1[H])[N+]([H])([H])c1nc2c([H])c([H])c([H])c([H])c2s1,-6.30103
[H]c1nc(N([H])[H])c2c(-c3sc4c(OC([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c4c3[H])c(C([H])([H])OC([H])([H])[H])c(C([H])([H])N3C([H])([H])C([H])([H])N([H])C([H])([H])C3([H])[H])n2n1,-6.09691
[H]c1nc([H])c(-c2c([H])c([H])c([H])c(C3(c4c([H])c([H])nc(C([H])(F)F)c4[H])c4c([H])c([H])c([H])c(F)c4C(N([H])[H])=[N+]3[H])c2[H])c([H])n1,-4.56864
[H]c1nc(-n2[n-]c(C([H])([H])[H])c(-c3c([H])c([H])c(OC([H])([H])[H])c([H])c3[H])c2=O)c([H])c([H])c1[H],-4.8962
[H]c1nc(N([H])C(=O)C2=C([O-])c3sc([H])c([H])c3S(=O)(=O)N2C([H])([H])[H])c([H])c([H])c1[H],-5.97469
[H]c1c([H])c(F)c([H])c(-c2c([H])c3n(c2[H])[C@@]([H])(C([H])([H])C(=O)N([H])[C@]([H])(C([H])([H])N([H])[H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])N([H])C3=O)c1[H],-6.09691
[H]OC([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])N([H])c1c([H])c([H])c(C(=O)C([H])([H])[H])c([H])c1[H],-5.21968
[H]c1nc2c(c([H])nn2-c2nc([H])c(-c3nnn(C([H])([H])C([H])([H])[H])c3[H])c(N([H])C([H])(C([H])([H])[H])C([H])([H])[H])c2[H])c([H])c1C#N,-4.4698
[H]c1nn(-c2c([H])c([H])c3c(nc(C([H])([H])[H])n3[H])c2[H])c(N([H])[H])c1C(=O)c1c([H])c2c([H])c([H])c(C([H])([H])[N+]3([H])C([H])([H])C([H])([H])C(F)(F)C([H])([H])C3([H])[H])c([H])c2n1[H],-4.72125
[H]/C(C(=O)[O-])=C(/[H])c1c([H])c([H])c(N([H])C(=O)C(N([H])C(=O)c2c([H])c([H])c3c(C4([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])c(-c4nc([H])c(Cl)c([H])c4[H])n(C([H])([H])[H])c3c2[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],-5.74473
[H]c1nc2nnn(C([H])([H])c3c([H])c([H])c4nc([H])c([H])c([H])c4c3[H])c2nc1-c1c([H])nn(C([H])([H])C([H])([H])[N+]2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c1[H],-4.65956
[H]c1nc2nnn(C([H])([H])c3c([H])c([H])c4nc([H])c([H])c([H])c4c3[H])c2nc1N1C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C1([H])[H],-4.60033
[H]OC([H])([H])[C@]1([H])OC([H])(OC([H])([H])C(=O)[C@]2(O[H])[C@@]3(C([H])([H])[H])C([H])([H])[C@]([H])(O[H])[C@]4(F)[C@@]5(C([H])([H])[H])C([H])=C([H])C(=O)C([H])=C5C([H])([H])C([H])([H])[C@@]4([H])[C@]3([H])C([H])([H])[C@@]2([H])C([H])([H])[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H],-6.39794
[H]c1c([H])c(F)c(N2C([H])([H])C([H])([H])N(C(=O)[C@]([H])(C([H])([H])[H])C([H])([H])c3c([H])c([H])c(Cl)c([H])c3Cl)C([H])([H])C2([H])[H])c([C@@]([H])(N([H])C(=O)C([H])([H])[N+]([H])([H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])c1[H],-5.69897
[H]c1c([H])c([H])c(C([H])([H])N([H])c2nc([Se]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])nc3c([H])c([H])c([H])c([H])c23)c([H])c1[H],-5.25181
[H]c1c([H])c(C([H])([H])[N+]([H])(C(=O)[C@@]2(c3c([H])c([H])c(Cl)c(Cl)c3[H])C([H])([H])[C@@]2([H])C([H])([H])N2C([H])([H])C([H])([H])[N+]([H])(C(=O)C([H])([H])[N+]3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C2([H])[H])C([H])([H])[H])c([H])c([H])c1F,-5.5376
[H]O[C@]([H])(C(=O)N(C([H])([H])[H])C([H])([H])[H])[C@@]([H])(O[H])[C@]([H])(O[H])c1nc(C(=O)C([H])([H])[H])n([H])c1[H],-4.98716
[H]O[C@@]([H])(C(=O)O[C@]1([H])C(C([H])([H])[H])=C2C(C([H])([H])[H])(C([H])([H])[H])[C@]3(OC(=O)O[C@]31[H])[C@@]([H])(OC(=O)c1c([H])c([H])c([H])c([H])c1[H])[C@@]1([H])[C@](C([H])([H])[H])(C(=O)[C@]2([H])OC([H])([H])[H])[C@@]([H])(OC(=O)N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[C@@]2([H])OC([H])([H])[C@]21OC(=O)C([H])([H])[H])[C@]([H])(c1nc([H])c([H])c([H])c1[H])N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],-5.60906
[H]c1c(F)c(N2C([H])([H])C([H])([H])[N+]([H])([H])C([H])(C([H])([H])[H])C2([H])[H])c(F)c2c1c(=O)c(C(=O)[O-])c([H])n2C([H])([H])C([H])([H])[H],-4.80134
[H]O[C@]([H])(C([H])([H])Oc1c([H])c(F)c([H])c([H])c1C(=O)[N+]1([H])C([H])([H])C([H])([H])[C@]([H])(C(=O)[O-])C1([H])[H])C([H])([H])[N+]1([H])C([H])([H])C([H])([H])C2(Oc3c([H])c([H])c(Cl)c([H])c3C2([H])[H])C([H])([H])C1([H])[H],-6.69897
[H]C([H])=C([H])C(=O)N([H])c1c([H])c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])[N+]([H])(C(=O)C3([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C2([H])[H])c([H])c1[H],-4.86646
[H]OC([H])([H])[C@@]1([H])C([H])([H])[C@@]([H])(n2c([H])nc3c(=O)n([H])c(N([H])[H])nc32)[C@]1([H])C([H])([H])O[H],-6.05552
[H]O[C@]([H])(C([H])([H])N1C([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])C([H])([H])[C@@]1([H])C(=O)N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[C@@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)c1nc2c([H])c([H])c([H])c([H])c2c([H])c1[H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])[H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H],-6.59346
[H]c1nc2c(c(N([H])[H])n1)C(=O)N(c1c([H])c([H])c(-c3c([H])c([H])c(C([H])([H])N(C([H])([H])[H])S(=O)(=O)C([H])([H])[H])c([H])c3Cl)c([H])c1[H])C([H])([H])C([H])([H])O2,-4.72584
[H]OC([H])([H])c1c(Cl)nc(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])n1C([H])([H])c1c([H])c([H])c(-c2c([H])c([H])c([H])c([H])c2-c2nn[n-]n2)c([H])c1[H],-5.97881
[H]c1nc(OC([H])([H])C([H])([H])OC([H])([H])[H])c(-c2nc3c(C([H])([H])C([H])([H])[H])n(C([H])([H])C([H])([H])OC([H])([H])[H])nc3c(=O)n2[H])c([H])c1S(=O)(=O)[N+]1([H])C([H])([H])C([H])([H])[N+]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C1([H])[H],-5.04576
[H]c1c([H])c(C([H])([H])n2c([H])c([H])c(C([H])([H])[H])c(N([H])C(=O)C([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])c3c([H])c([H])c(C([H])([H])C(=O)[O-])c([H])c3[H])c2=O)c([H])c([H])c1OC([H])([H])[H],-7.0
[H]c1c([H])c(C(=O)N([H])c2c([H])c([H])c(C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c([H])c2[H])c([H])c(C([H])([H])N([H])C(=O)c2c([H])c([H])c(OC([H])([H])[H])c(C([H])([H])[H])c2[H])c1[H],-5.10237
[H]OC1([H])C([H])([H])N(C([H])([H])c2c(C([H])([H])[H])nn(-c3nc(N([H])c4c([H])c([H])c5c(c4[H])c(Cl)c(C([H])([H])[H])n5C([H])([H])[H])nc([H])c3[H])c2[H])C1([H])[H],-5.56864
[H]c1c(C(=O)N([H])C([H])([H])C([H])([H])C2([H])C([H])([H])C2([H])[H])nnc(N2C([H])([H])C([H])([H])[N+]([H])(C(=O)c3c([H])c(Cl)c([H])c([H])c3C(F)(F)F)C([H])([H])C2([H])[H])c1[H],-4.49485
[H]/C(C(=O)N([H])C1(C(=O)N([H])[C@@]([H])(C(=O)N([H])C([H])([H])C2([H])C([H])([H])C([H])([H])N(C([H])([H])C3([H])C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])C([H])([H])C2([H])[H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])=C(/[H])c1c([H])c([H])c(Cl)c([H])c1[H],-5.55284
[H]c1nc2c(c([H])nn2-c2nc([H])c(-c3nnn(C([H])([H])C([H])([H])C([H])([H])[H])c3[H])c(N([H])C([H])([H])C([H])([H])[H])c2[H])c([H])c1C#N,-5.14267
[H]c1c([H])c([H])c2c(c1[H])c(C([H])([H])[H])c([H])n2[H],-4.05061
[H]c1c([H])c([H])c2c(c1[H])c([H])c(C(=O)N([H])[C@]1([H])C([H])([H])[C@]3([H])C([H])([H])C([H])([H])[C@]([H])(C1([H])[H])[N+]3([H])C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])[H])S(=O)(=O)C([H])([H])[H])c(=O)n2C([H])(C([H])([H])[H])C([H])([H])[H],-5.39794
[H]c1c([H])c(N2C(=O)O[C@@]([H])(C([H])([H])N([H])C(=S)C([H])([H])[H])C2([H])[H])c([H])c(F)c1-c1nnc(C([H])([H])[N+]([H])([H])C([H])([H])[H])s1,-4.76955
[H]O[C@@]1([H])[C@]([H])(C([H])([H])[H])O[C@@]([H])(O[C@@]2([H])[C@]([H])(C([H])([H])[H])C(=O)O[C@@]([H])(C([H])([H])C([H])([H])[H])[C@@](O[H])(C([H])([H])[H])[C@]([H])(O[H])[C@@]([H])(C([H])([H])[H])C(=O)[C@]([H])(C([H])([H])[H])C([H])([H])[C@@](O[H])(C([H])([H])[H])[C@]([H])(O[C@@]3([H])O[C@]([H])(C([H])([H])[H])C([H])([H])[C@@]([H])(N(C([H])([H])[H])C([H])([H])[H])[C@@]3([H])O[H])[C@]2([H])C([H])([H])[H])C([H])([H])[C@@]1(OC([H])([H])[H])C([H])([H])[H],-5.77989
[H]ON([H])C(=O)C([H])([H])C1(C([H])([H])S(=O)(=O)c2c([H])c([H])c(OC([H])([H])c3c([H])c(C([H])([H])[H])nc4c([H])c([H])c([H])c([H])c34)c([H])c2[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],-4.65758
[H]c1c([H])c([H])c2c(nc(C([H])(C([H])([H])[H])C([H])([H])[H])n2[H])c1C(=O)N([H])C([H])([H])C1([H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])N(S(=O)(=O)C([H])([H])[H])C([H])([H])C2([H])[H])C([H])([H])C1([H])[H],-5.39794
[H]c1c([H])c([H])c(-c2nc(C(=O)N([H])[C@]([H])(C(=O)N3C([H])([H])C([H])([H])N(C(=O)OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C3([H])[H])C([H])([H])C([H])([H])C(=O)[O-])c([H])c(N3C([H])([H])C([H])([H])C([H])(C([H])([H])OC([H])([H])[H])C([H])([H])C3([H])[H])c2[H])c([H])c1[H],-5.95861
[H]c1c([H])c([H])c(OC([H])([H])C(=O)N([H])[C@]2([H])C(=O)[N+]3([H])[C@@]([H])(C(=O)[O-])C(C([H])([H])[H])(C([H])([H])[H])S[C@]23[H])c([H])c1[H],-6.76955
[H]c1c([H])c([H])c2c(c1[H])c([H])c(C(=O)N([H])[C@]1([H])C([H])([H])[C@]3([H])C([H])([H])C([H])([H])[C@]([H])(C1([H])[H])[N+]3([H])C([H])([H])C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])C([H])(C([H])([H])N([H])S(=O)(=O)C([H])([H])[H])C([H])([H])C1([H])[H])c(=O)n2C([H])(C([H])([H])[H])C([H])([H])[H],-5.52288
[H]c1[n-]c(=O)c(-c2nc3c([H])c4c(c([H])c3[n-]2)C(=O)[N+]([H])(C2([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C2([H])[H])C4([H])[H])c(N([H])[C@@]([H])(C([H])([H])[H])C([H])([H])c2c(F)c(F)c([H])c(F)c2F)c1[H],-6.69897
[H]c1c([H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])N([H])c2n[n-]c3c([H])c([H])c([H])c(OC([H])([H])[H])c23)c([H])c1[H],-5.02687
[H]N([H])C(N([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C(=O)[N+]2([H])C([H])([H])C([H])([H])C([H])([H])[C@]2([H])C(=O)N([H])[C@@]([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(=O)N([H])[C@@]([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H])C(=O)N([H])[C@@]([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+]([H])([H])[H])C(=O)N1[H])=[N+]([H])[H],-6.03527
[H]Oc1c([H])c([H])c(C([H])([H])[C@]([H])(N([H])C(=O)[C@]([H])(C([H])(C([H])([H])[H])C([H])([H])[H])[N+]([H])(C(=O)[C@]([H])(C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])[N+]([H])([H])[H])C([H])([H])[H])C([H])([H])[H])c([H])c1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],-4.91721
[H]c1c(C2([H])C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C2([H])[H])[n-]oc1=O,-6.30103
[H]OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])c1nc(-c2nc([H])c([H])c([H])n2)[n-]c1[H],-4.96257
[H]C1=C(c2c([H])c([H])c(F)c([H])c2[H])[C@@]([H])(C([H])([H])Oc2c([H])c(F)c(S(=O)(=O)N([H])c3nc([H])sc3[H])c([H])c2Cl)[C@]([H])([N+]([H])([H])[H])C([H])([H])C1([H])[H],-7.22185
[H]OC([H])([H])C([H])([H])[N+]([H])(C(=O)c1c([H])c2c([H])c([H])c([H])c([H])n2c1-c1nc(OC([H])([H])[H])c([H])c([H])c1[H])C([H])([H])C([H])([H])[H],-4.25181
[H]c1nc(C([H])([H])[H])c(C(=O)N2C([H])([H])C([H])([H])C(N3C([H])([H])C([H])([H])C([H])(N4C(=O)N(C([H])([H])C5([H])C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])C([H])([H])C4([H])c4c([H])c([H])c([H])c([H])c4[H])C([H])([H])C3([H])[H])(C([H])([H])[H])C([H])([H])C2([H])[H])c(C([H])([H])[H])n1,-6.39794
[H]OC([H])(C([H])([H])N1[C@@]2([H])C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[C@]([H])(N([H])C(=O)c1nn(C([H])(C([H])([H])[H])C([H])([H])[H])c3c([H])c([H])c([H])c([H])c13)C2([H])[H])C([H])([H])[N+]1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],-4.52288
[H]c1nc2c(c([H])c1[H])C(=O)N([H])c1c(nc([H])c([H])c1C([H])([H])[H])N2C1([H])C([H])([H])C1([H])[H],-4.51286
[H]Oc1c([H])c([H])c(C2([H])Oc3c([H])c(O[H])c([H])c([H])c3C(=O)C2([H])[H])c([H])c1[H],-4.80134
[H]c1c([H])c(OC([H])([H])C([H])([H])C([H])([H])[N+]2([H])C([H])([H])C([H])([H])C([H])(N([H])C(=O)c3c([H])c(Cl)c(N([H])[H])c([H])c3OC([H])([H])[H])C([H])(OC([H])([H])[H])C2([H])[H])c([H])c([H])c1F,-5.14997
[H]OC([H])([H])C([H])([H])C([H])([H])n1nnc(-c2c([H])nc(-n3nc([H])c4c([H])c(C#N)c(N([H])[H])nc43)c([H])c2[N+]([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])c1[H],-5.82391
[H]c1nc(N([H])C([H])([H])C([H])([H])c2c([H])c([H])c(F)c(F)c2[H])c(=O)n(C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])ON([H])C(N([H])[H])=[N+]([H])[H])c1C([H])([H])[H],-6.03621
[H]c1c([H])c([H])c(C([H])([H])SC(N([H])[H])=[N+]([H])[H])c(Sc2c([H])c(F)c([H])c([H])c2C([H])([H])SC(N([H])[H])=[N+]([H])[H])c1[H],-6.52288
[H]c1nc([H])c(-c2nnc3n2C([H])([H])[C@]([H])(C([H])([H])[H])N(C([H])([H])c2c([H])c([H])c([H])c(C(F)(F)F)c2Cl)C3=O)nc1[H],-5.3279
[H]c1c([H])c([H])c2c(c1[H])C(N([H])[H])=[N+]([H])S2(=O)=O,-5.13136
[H]ON(O[H])N([H])C1=[N+]([H])C([H])([H])C([H])([H])N1C([H])([H])c1c([H])nc(Cl)c([H])c1[H],-4.66756
[H]/C1=C(\[H])[C@]2([H])C([H])([H])[C@@]2(C(=O)[N-]S(=O)(=O)C2(C([H])([H])[H])C([H])([H])C2([H])[H])N([H])C(=O)[C@]2([H])C([H])([H])[C@@]([H])(Oc3c([H])c(-c4nc(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])s4)nc4c([H])c(OC([H])([H])[H])c([H])c([H])c34)C([H])([H])[N+]2([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],-4.52288
[H]c1c([H])c(F)c(C(=O)[N+]2([H])C([H])([H])C([H])([H])C([H])([N+]([H])(C([H])([H])c3c(C([H])([H])[H])n(C([H])([H])[H])n(-c4c([H])c([H])c(F)c([H])c4[H])c3=O)C([H])([H])C([H])([H])c3c([H])c([H])c(Cl)c([H])c3[H])C([H])([H])C2([H])[H])c(F)c1[H],-5.09151
[H]c1nc([H])c2c([H])c([H])c([H])c(S(=O)(=O)N3C([H])([H])C([H])([H])C([H])(C([H])(N([H])[H])C([H])([H])[H])C([H])([H])C3([H])[H])c2c1[H],-4.97062
[H]c1c([H])c(C([H])([H])Oc2c([H])c(C([H])([H])[H])n(-c3c([H])c(C(=O)N([H])C([H])([H])[H])c([H])c([H])c3C([H])([H])[H])c(=O)c2Br)c(F)c([H])c1F,-4.88606
[H]O[C@@]([H])(C([H])([H])N([N-]C(=O)[C@@]([H])(N([H])C(=O)OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])c1c([H])c([H])c(-c2nc([H])c([H])c([H])c2[H])c([H])c1[H])[C@@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H],-7.22185
[H]c1c(OC([H])([H])[H])c(OC([H])([H])[H])c([H])c2c(N([H])[H])nc(N3C([H])([H])C([H])([H])N(C(=O)C4([H])OC([H])([H])C([H])([H])C4([H])[H])C([H])([H])C3([H])[H])nc12,-4.61083
[H]c1c([H])c(C([H])([H])n2nc(C([H])([H])c3c(C([H])([H])[H])n(C([H])([H])C(=O)[O-])c4c([H])c([H])c(F)c([H])c34)c([H])c([H])c2=O)c(F)c([H])c1F,-5.14874
[H]c1c([H])c(N([H])C(=O)c2oc(C([H])([H])C([H])([H])[H])nc2C([H])([H])[H])c([H])c([H])c1-c1c([H])c([H])c(C23C([H])([H])OC(C([H])([H])C(=O)[O-])(C([H])([H])C2([H])[H])C([H])([H])C3([H])[H])c([H])c1[H],-4.73755
[H]c1c([H])c2c(c([H])c1Cl)C([H])([H])C([H])(C([H])([H])N1C([H])([H])C([H])([H])[N+]([H])(C([H])([H])C(=O)C([H])([H])OC3([H])C([H])([H])C([H])([H])C([H])([N+]([H])([H])c4c([H])c([H])c(C#N)c(C(F)(F)F)c4[H])C([H])([H])C3([H])[H])C([H])([H])C1([H])[H])O2,-5.14874
[H]c1nc([H])c(-c2c([H])c([H])c([H])c(C3(c4c([H])c(C([H])([H])[H])c(=O)n(C([H])([H])[H])c4[H])c4c([H])c([H])c([H])c(F)c4C(N([H])[H])=[N+]3[H])c2[H])c([H])n1,-5.76955
[H]c1nc2c([H])c([H])c(=O)n(C([H])([H])C([H])([H])N3C([H])([H])C([H])([H])[C@@]([H])([N+]([H])([H])C([H])([H])c4nc5c(c([H])c4[H])OC([H])([H])C(=O)N5[H])[C@@]([H])(F)C3([H])[H])c2c([H])c1F,-5.11919
[H]c1c([H])c([H])c(C([H])(c2c([H])c([H])c(Cl)c([H])c2[H])N2C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])OC([H])([H])C(=O)[O-])C([H])([H])C2([H])[H])c([H])c1[H],-5.40894
[H]/C(C(=O)N([H])[H])=C(/c1c([H])c([H])c(F)c(F)c1F)c1c([H])c([H])c2nc(N([H])[H])n(S(=O)(=O)C([H])(C([H])([H])[H])C([H])([H])[H])c2c1[H],-4.32975
[H]/C1=C(\[H])[C@]2([H])C([H])([H])[C@@]2(C(=O)[N-]S(=O)(=O)C2([H])C([H])([H])C2([H])[H])N([H])C(=O)[C@]2([H])C([H])([H])[C@@]([H])(Oc3c([H])c(-c4c([H])c([H])c([H])c([H])c4[H])nc4c([H])c(OC([H])([H])[H])c([H])c([H])c34)C([H])([H])[C@@]2([H])C(=O)N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],-5.42022
[H]Oc1c([H])c2c(c([H])c1[O-])C([H])([H])C([H])([H])[n+]1c-2c([H])c2c([H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c2c1[H],-7.04576
[H]c1nc(N2C([H])([H])C([H])([H])N(C(=O)[C@@]3(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@@]([H])(N([H])[C@@]4([H])C([H])([H])C([H])([H])OC([H])([H])[C@@]4([H])OC([H])([H])[H])C3([H])[H])C([H])([H])C2([H])[H])c([H])c(C(F)(F)F)c1[H],-5.27572
